939,7488649653964
628,1677659266478
189,14193254389892
447,514272270498
210,46716473552732
403,31353214723686
655,6295738348874
454,4035621706413
369,41033809884
555,8063830043219
299,5657523626302
608,4304333238074
432,3928294388544
737,0792817031403
570,3519735812918
474,6254538533396
197,66824836734133
146,69830251797023
950,1241393620727
146,25016280740974
610,4452173739883
628,2754453030766
117,63352477812839
689,723942750005
749,1368644168307
350,6283911646476
859,8660323581965
233,19673074092563
105,62107735575226
634,8068861918556
493,54229033623926
738,8796176942436
337,82266827198805
535,4923620519658
292,25041535322106
833,523666594887
535,0702376733861
791,4020877291458
230,28439657310227
641,4756951581109
632,6209809783013
381,6935817625809
594,453953017692
576,8993036248253
181,07635107872835
223,66548968649727
141,47667313994685
474,90196194262336
235,40373027110644
413,4787221036286
983,1610213886765
112,76554256340746
120,60780833503595
696,9713716753625
331,73756037454007
411,4734196623198
610,5342411485194
499,41798979389387
698,3774078536674
859,8387735708797
543,4474997890403
522,4328430939618
448,782484814889
734,6034519069843
162,2640926680826
560,6861346683866
370,6077650518193
896,9004673868885
544,8288663499192
736,8283069864048
939,5552161799535
406,2661606381956
916,413905944868
408,64844420396184
513,6291818291085
328,7516356114073
133,82149228538455
540,7342211533032
608,6475916712767
625,4713747303334
309,15171802470076
484,9640704155732
997,7930004698192
692,1423552521236
651,645864803179
480,77674777283187
718,2718093592076
640,8512965966255
303,7548016774258
880,7769956909013
322,9894254463676
135,65224787949222
193,02467987547845
370,4456230022226
198,0281953690705
210,18813788433937
932,9110969476919
859,8505011107077
514,6352109567426
620,3902164103417
